PMID|PaperTitle|Authors|PublicationDate|Abstract|Keywords
29884597|"Communication about geriatric assessment domains in advanced cancer settings: ""Missed opportunities""."|Lowenstein, Lisa M; Volk, Robert J; Street, Richard; Flannery, Marie; Magnuson, Allison; Epstein, Ronald; Mohile, Supriya G; |2018 06 06|Older patients with advanced cancer often have age-related health issues (e.g., memory impairment) that influence their cancer treatment decisions. Communication about these age-related concerns can potentially lead to further assessment and subsequent clinical interventions to improve treatment decision-making and patients' quality of life. Yet, little is known about the communication of age-related concerns between oncologists, patients, and caregivers.|Geriatric assessment; Oncology; Provider-patient communication; Qualitative; 
29734482|Incompletely treated malignancies of the major salivary gland: Toward evidence-based care.|Tam, Samantha; Sandulache, Vlad C; Metwalli, Kareem A; Rock, Crosby D; Eraj, Salman A; Sheu, Tommy; El-Naggar, Adel K; Fuller, Clifton D; Weber, Randal S; Lai, Stephen Y; |2018 05 07|Unexpected malignancy is common in major salivary gland tumors due to variability of workup, creating challenging treatment decisions. The purpose of this study was to define treatment-related outcomes for patients with incompletely treated major salivary gland tumors.|adjuvant chemotherapy; adjuvant radiotherapy; healthcare delivery; reoperation; salivary gland neoplasms; 
29729823|The impact of racial/ethnic disparities on survival for children and young adults with chest wall sarcoma: A population-based study.|Joseph, Michael; Hamilton, Emma C; Hayes-Jordan, Andrea; Huh, Winston W; Austin, Mary T; |2018 04 13|To determine whether there are racial/ethnic disparities in disease presentation, treatment and survival outcomes among children and young adults with chest wall sarcomas.|Chest wall sarcoma; Pediatrics; Racial disparities; SEER; 
29680874|Utility and proposed algorithm of CSF flow cytometry in hematologic malignancies.|Tawfik, Bernard; Brown, Larry; Fuda, Frankling; Chen, Weina; Niu, Shuang; Sailors, Joseph; Sadeghi, Navid; |2018 04 21|In patients with hematologic malignancies, multiparameter flow cytometry (FCM) offers greater sensitivity than cytology in detecting malignant cells in the initial cerebrospinal fluid (CSF) specimen. However, the role of FCM in assessment of subsequent specimens is unclear. We developed an algorithm to reduce the number of low-yield FCM tests without significant impact on clinically meaningful results. Patients with hematologic malignancies were studied in a derivation cohort, and the following algorithm was developed: (1) cytology and FCM on all initial samples, (2) cytology on all subsequent samples, and (3) FCM on subsequent samples only if previous FCM was positive. A separate population served as the validation cohort. The derivation cohort included 197 patients representing 1157 cytology and 543 FCM samples. Common malignancies were B-Cell ALL (25.3%), diffuse large B cell lymphoma (29.4%), and Burkitt lymphoma (7.7%). In the derivation cohort, the algorithm yielded a sensitivity of 90.0% (95% CI, 81.2-95.6%) and a specificity of 100% (95% CI, 98.9-100.0%). The validation cohort included 132 patients with 563 cytology and 602 FCM samples. In the validation cohort, the testing algorithm yielded a sensitivity of 87.5% (95% CI, 75.9-94.8%) and a specificity of 100% (95% CI, 99.1-100.0%). Of the 15 samples that were missed by the algorithm, FCM findings did not impact patients' management because of known CNS disease (seven patients) or they were responding to treatment (eight patients). CSF testing in hematologic malignancies using the proposed algorithm presents an evidence-based approach to reduce the number of unnecessary FCM tests of CSF without compromising patient care.|Cerebrospinal fluid; Cytology; Flow cytometry; Hematological malignancies; Quality improvement; 
29655833|Development of Evidence-Based Surveillance Intervals After Radiofrequency Ablation of Barrett's Esophagus.|Cotton, Cary C; Haidry, Rehan; Thrift, Aaron P; Lovat, Laurence; Shaheen, Nicholas J; |2018 04 13|Barrett's esophagus (BE) recurs in 25% or more of patients treated successfully with radiofrequency ablation (RFA), so surveillance endoscopy is recommended after complete eradication of intestinal metaplasia (CEIM). The frequency of surveillance is informed only by expert opinion. We aimed to model the incidence of neoplastic recurrence, validate the model in an independent cohort, and propose evidence-based surveillance intervals.|Esophageal Cancer; LGD; NDBE; Risk of Progression; 
29506850|Retroperitoneal lymph node staging in paratesticular rhabdomyosarcoma-are we meeting expectations?|Hamilton, Emma C; Miller, Charles C; Joseph, Michael; Huh, Winston W; Hayes-Jordan, Andrea A; Austin, Mary T; |2017 12 22|Staging retroperitoneal lymph node dissection (RPLND) for paratesticular rhabdomyosarcoma (RMS) is recommended for all patients aged ≥10 y. The purpose of this study was to evaluate adherence with surgical resection guidelines for RPLND in patients with paratesticular RMS as a measure for surgical quality.|Outcome and process assessment (health care); Pediatrics; Quality improvement; Rhabdomyosarcoma; Surgical oncology; 
29496372|Recommendations for follow-up of muscle-invasive bladder cancer patients: A consensus by the international bladder cancer network.|Zuiverloon, Tahlita C M; van Kessel, Kim E M; Bivalacqua, Trinity J; Boormans, Joost L; Ecke, Thorsten H; Grivas, Petros D; Kiltie, Anne E; Liedberg, Fredrik; Necchi, Andrea; van Rhijn, Bas W; Roghmann, Florian; Sanchez-Carbayo, Marta; Schmitz-Dräger, Bernd J; Wezel, Felix; Kamat, Ashish M; |2018 03 02|Several guidelines exist that address treatment of patients with nonmetastatic muscle-invasive bladder cancer (MIBC). However, most only briefly mention follow-up strategies for patients and hence the treating physician is often left to infer on what the preferred follow-up schema would be for an individual patient. Herein, we aim to synthesize recommendations for follow-up of patients with MIBC for easy reference.|Bladder cancer; Disease management; Follow-up; Guidelines; Muscle invasive; 
29408736|Diagnostic Evaluation, Comorbidity Screening, and Treatment of Polycystic Ovary Syndrome in Adolescents in 3 Specialty Clinics.|Sebastian, Meghna R; Wiemann, Constance M; Bacha, Fida; Alston Taylor, Sharonda J; |2018 02 01|A polycystic ovary syndrome (PCOS) diagnosis in adolescence can have significant long-term health implications. The criteria for its diagnosis in adolescents have been subject to much debate. In this study we aimed to characterize the variability in diagnosis and management among different pediatric specialties.|Adolescence; Metabolic syndrome; Polycystic ovary syndrome; 
29269567|Standards for UNiversal reporting of patient Decision Aid Evaluation studies: the development of SUNDAE Checklist.|Sepucha, Karen R; Abhyankar, Purva; Hoffman, Aubri S; Bekker, Hilary L; LeBlanc, Annie; Levin, Carrie A; Ropka, Mary; Shaffer, Victoria A; Sheridan, Stacey L; Stacey, Dawn; Stalmeier, Peep; Vo, Ha; Wills, Celia E; Thomson, Richard; |2017 12 21|Patient decision aids (PDAs) are evidence-based tools designed to help patients make specific and deliberated choices among healthcare options. The International Patient Decision Aid Standards (IPDAS) Collaboration review papers and Cochrane systematic review of PDAs have found significant gaps in the reporting of evaluations of PDAs, including poor or limited reporting of PDA content, development methods and delivery. This study sought to develop and reach consensus on reporting guidelines to improve the quality of publications evaluating PDAs.|checklists; patient education; patient-centred care; shared decision making; 
29242176|Chinese Cardiovascular Disease Mobile Apps' Information Types, Information Quality, and Interactive Functions for Self-Management: Systematic Review.|Xie, Bo; Su, Zhaohui; Zhang, Wenhui; Cai, Run; |2017 12 14|China has a large population with cardiovascular disease (CVD) that requires extensive self-management. Mobile health (mHealth) apps may be a useful tool for CVD self-management. Little is currently known about the types and quality of health information provided in Chinese CVD mobile apps and whether app functions are conducive to promoting CVD self-management.|CVD; China; cardiovascular disease; information quality; mHealth; mobile applications; mobile apps; mobile health; patient preferences; self-management; 
29239137|Medical management of gastric cancer: a 2017 update.|Charalampakis, Nikolaos; Economopoulou, Panagiota; Kotsantis, Ioannis; Tolia, Maria; Schizas, Dimitrios; Liakakos, Theodore; Elimova, Elena; Ajani, Jaffer A; Psyrri, Amanda; |2017 12 13|Gastric cancer remains a considerable health burden throughout the world. The Cancer Genome Atlas (TCGA) analysis has recently unveiled 4 genotypes of gastric cancer with data not ready to change treatment strategy yet. A multimodality approach to therapy is the cornerstone of screening, diagnosing, staging, treating and supporting patients with gastric cancer. The evidence-based approach to localized gastric cancer (>cT1b) is to use an either preoperative or postoperative strategy to maximize the benefit of surgery. The focus of future research is to optimize chemotherapy regimens, determine the role of radiation therapy and investigate the effect of treatment timing. In metastatic gastric cancer, biologic therapies have been introduced targeting markers shown to be prognostic. The results of ongoing randomized controlled phase 3 trials using targeted and immunotherapy agents, either in combination or alone, have the potential to alter the current treatment landscape of advanced gastric cancer.|Gastric cancer; molecular characteristics; multimodality treatment approach; new therapies; pathologic characteristics; 
29211302|Adoption of evidence-based novel therapies in the treatment of gastric cancer: A national observational study.|Mokdad, Ali A; Ali, Amna; Yopp, Adam C; Polanco, Patricio M; Nassour, Ibrahim; Mansour, John C; Choti, Michael A; Minter, Rebecca M; Wang, Sam C; Porembka, Matthew R; |2017 12 06|The adoption of novel and effective gastric cancer therapies into general clinical practice has crucial implications for patient outcomes. The current study explored trends in treatment use and overall survival in patients with gastric cancer in the United States.|stage; stomach neoplasm; survival; treatment; trend; 
29147759|Patterns and predictors of recurrence after open radical cystectomy for bladder cancer: a comprehensive review of the literature.|Mari, Andrea; Campi, Riccardo; Tellini, Riccardo; Gandaglia, Giorgio; Albisinni, Simone; Abufaraj, Mohammad; Hatzichristodoulou, Georgios; Montorsi, Francesco; van Velthoven, Roland; Carini, Marco; Minervini, Andrea; Shariat, Shahrokh F; |2017 11 16|To review the currently available literature reporting the patterns of recurrence and their predictive factors after open radical cystectomy (RC) for bladder cancer.|Adjuvant chemotherapy; Bladder cancer; Lymph node dissection; Neoadjuvant chemotherapy; Radical cystectomy; Recurrence; 
29129216|Screening for Medication Appropriateness in Older Adults.|Zullo, Andrew R; Gray, Shelly L; Holmes, Holly M; Marcum, Zachary A; |2017 10 14|Older adults are at high risk for inappropriate medication use given their myriad medical conditions and medications. Screening efforts may seem overwhelming, but starting with a focused approach and leveraging a team-based strategy can help practicing clinicians gain initial momentum. Future research is needed to strengthen the evidence base for medication use in older adults and to elucidate effective and scalable interventions to improve medication safety.|Deprescribing; Elderly; Geriatrics; Inappropriate prescribing; Polypharmacy; 
28988103|Opioid tapering in patients with prescription opioid use disorder: A retrospective study.|Zhou, Kehua; Jia, Peng; Bhargava, Swati; Zhang, Yong; Reza, Taslima; Peng, Yuan Bo; Wang, Gary G; |2017 10 05|Opioid use disorder (OUD) refers to a maladaptive pattern of opioid use leading to clinically significant impairment or distress. OUD causes, and vice versa, misuses and abuse of opioid medications. Clinicians face daily challenges to treat patients with prescription opioid use disorder. An evidence-based management for people who are already addicted to opioids has been identified as the national priority in the US; however, options are limited in clinical practices. In this study, we aimed to explore the success rate and important adjuvant medications in the medication assisted treatment with temporary use of methadone for opioid discontinuation in patients with prescription OUD.|Chronic non-cancer pain; Medication assisted treatment; Methadone; Opioid use disorder; 
28987494|Randomized, placebo-controlled, double-blind study of oral tranexamic acid in the treatment of moderate-to-severe melasma.|Del Rosario, Eunice; Florez-Pollack, Stephanie; Zapata, Lucio; Hernandez, Katia; Tovar-Garza, Andrea; Rodrigues, Michelle; Hynan, Linda S; Pandya, Amit G; |2017 10 04|Melasma is a common pigmentary disorder that is often difficult to treat. Tranexamic acid (TA) has emerged as a promising treatment for melasma; however, few controlled studies exist.|Hispanic; evidence-based medicine; melanin; melasma; pigmentation; randomized controlled trial; tranexamic acid; 
28848729|Using Intervention Mapping for Program Design and Production of iCHAMPSS: An Online Decision Support System to Increase Adoption, Implementation, and Maintenance of Evidence-Based Sexual Health Programs.|Peskin, Melissa F; Hernandez, Belinda F; Gabay, Efrat K; Cuccaro, Paula; Li, Dennis H; Ratliff, Eric; Reed-Hirsch, Kelly; Rivera, Yanneth; Johnson-Baker, Kimberly; Emery, Susan Tortolero; Shegog, Ross; |2017 08 11|In Texas and across the United States, unintended pregnancy, HIV, and sexually transmitted infections (STIs) among adolescents remain serious public health issues. Sexual risk-taking behaviors, including early sexual initiation, contribute to these public health problems. Over 35 sexual health evidence-based programs (EBPs) have been shown to reduce sexual risk behaviors and/or prevent teen pregnancies or STIs. Because more than half of these EBPs are designed for schools, they could reach and impact a considerable number of adolescents if implemented in these settings. Most schools across the U.S. and in Texas, however, do not implement these programs. U.S. school districts face many barriers to the successful dissemination (i.e., adoption, implementation, and maintenance) of sexual health EBPs, including lack of knowledge about EBPs and where to find them, perceived lack of support from school administrators and parents, lack of guidance regarding the adoption process, competing priorities, and lack of specialized training on sexual health. Therefore, this paper describes how we used intervention mapping (Steps 3 and 4, in particular), a systematic design framework that uses theory, empirical evidence, and input from the community to develop CHoosing And Maintaining Effective Programs for Sex Education in Schools (iCHAMPSS), an online decision support system to help school districts adopt, implement, and maintain sexual health EBPs. Guided by this systematic intervention design approach, iCHAMPSS has the potential to increase dissemination of sexual health EBPs in school settings.|adolescents; dissemination; evidence-based; intervention mapping; sexual health; 
28845713|Thrombopoietin-receptor agonists for children with immune thrombocytopenia: a systematic review.|Zhang, Jiaxing; Liang, Yi; Ai, Yuan; Xie, Juan; Li, Youping; Zheng, Wenyi; |2017 09 04|We conducted a systematic review to assess the efficacy and safety of Thrombopoietin-receptor agonists (TPOras) for pediatric immune thrombocytopenia (ITP).|Pediatric immune thrombocytopenia; eltrombopag; romiplostim; systematic review; thrombopoietin-receptor agonists; 
28743035|Current trials to reduce surgical intervention in ductal carcinoma in situ of the breast: Critical review.|Toss, M; Miligy, I; Thompson, A M; Khout, H; Green, A R; Ellis, I O; Rakha, E A; |2017 07 22|"The high proportion of ductal carcinoma in situ (DCIS) presented in mammographic screening and the relatively low risk of progression to invasive disease have raised questions related to overtreatment. Following a review of current DCIS management protocols a more conservative approach has been suggested. Clinical trials have been introduced to evaluate the option of avoiding surgical intervention in a proportion of patients with DCIS defined as ""low-risk"" using certain clinicopathological criteria. These trials can potentially provide evidence-based models of active surveillance (with or without endocrine therapy) as a future management approach. Despite the undisputable fact of our need to address the obvious overtreatment of screen-detected DCIS, some important questions need to be considered regarding these trials including the eligibility criteria and definition of risk, the proportion of patient eligible for inclusion, and the length of time required for proper analysis of the trials' outcome in view of the long-term natural history of DCIS progression particularly the low-risk group. These factors can potentially affect the practicality and future impact of such trials. This review provides critical analysis of current DCIS management trials and highlights critical issues related to their practicality and the expected outcome."|Breast; DCIS; Duct carcinoma in situ; Management; 
28689670|ESPEN expert group recommendations for action against cancer-related malnutrition.|Arends, J; Baracos, V; Bertz, H; Bozzetti, F; Calder, P C; Deutz, N E P; Erickson, N; Laviano, A; Lisanti, M P; Lobo, D N; McMillan, D C; Muscaritoli, M; Ockenga, J; Pirlich, M; Strasser, F; de van der Schueren, M; Van Gossum, A; Vaupel, P; Weimann, A; |2017 06 23|Patients with cancer are at particularly high risk for malnutrition because both the disease and its treatments threaten their nutritional status. Yet cancer-related nutritional risk is sometimes overlooked or under-treated by clinicians, patients, and their families. The European Society for Clinical Nutrition and Metabolism (ESPEN) recently published evidence-based guidelines for nutritional care in patients with cancer. In further support of these guidelines, an ESPEN oncology expert group met for a Cancer and Nutrition Workshop in Berlin on October 24 and 25, 2016. The group examined the causes and consequences of cancer-related malnutrition, reviewed treatment approaches currently available, and built the rationale and impetus for clinicians involved with care of patients with cancer to take actions that facilitate nutrition support in practice. The content of this position paper is based on presentations and discussions at the Berlin meeting. The expert group emphasized 3 key steps to update nutritional care for people with cancer: (1) screen all patients with cancer for nutritional risk early in the course of their care, regardless of body mass index and weight history; (2) expand nutrition-related assessment practices to include measures of anorexia, body composition, inflammatory biomarkers, resting energy expenditure, and physical function; (3) use multimodal nutritional interventions with individualized plans, including care focused on increasing nutritional intake, lessening inflammation and hypermetabolic stress, and increasing physical activity.|Anorexia; Cachexia; Cancer; Malnutrition; Nutritional intervention; Sarcopenia; 
28686147|Surgical management of spinal osteoblastomas.|Versteeg, Anne L; Dea, Nicolas; Boriani, Stefano; Varga, Peter P; Luzzati, Alessandro; Fehlings, Michael G; Bilsky, Mark H; Rhines, Laurence D; Reynolds, Jeremy J; Dekutoski, Mark B; Gokaslan, Ziya L; Germscheid, Niccole M; Fisher, Charles G; |2017 07 07|OBJECTIVE Osteoblastoma is a rare primary benign bone tumor with a predilection for the spinal column. Although of benign origin, osteoblastomas tend to behave more aggressively clinically than other benign tumors. Because of the low incidence of osteoblastomas, evidence-based treatment guidelines and high-quality research are lacking, which has resulted in inconsistent treatment. The goal of this study was to determine whether application of the Enneking classification in the management of spinal osteoblastomas influences local recurrence and survival time. METHODS A multicenter database of patients who underwent surgical intervention for spinal osteoblastoma was developed by the AOSpine Knowledge Forum Tumor. Patient data pertaining to demographics, diagnosis, treatment, cross-sectional survival, and local recurrence were collected. Patients in 2 cohorts, based on the Enneking classification of the tumor (Enneking appropriate [EA] and Enneking inappropriate [EI]), were analyzed. If the final pathology margin matched the Enneking-recommended surgical margin, the tumor was classified as EA; if not, it was classified as EI. RESULTS A total of 102 patients diagnosed with a spinal osteoblastoma were identified between November 1991 and June 2012. Twenty-nine patients were omitted from the analysis because of short follow-up time, incomplete survival data, or invalid staging, which left 73 patients for the final analysis. Thirteen (18%) patients suffered a local recurrence, and 6 (8%) patients died during the study period. Local recurrence was strongly associated with mortality (relative risk 9.2; p = 0.008). When adjusted for Enneking appropriateness, this result was not altered significantly. No significant differences were found between the EA and EI groups in regard to local recurrence and mortality. CONCLUSIONS In this evaluation of the largest multicenter cohort of spinal osteoblastomas, local recurrence was found to be strongly associated with mortality. Application of the Enneking classification as a treatment guide for preventing local recurrence was not validated.|EA = Enneking appropriate; EI = Enneking inappropriate; Enneking classification; WBB = Weinstein-Boriani-Biagini; local recurrence; osteoblastoma; primary spine tumor; prognostic factors; spinal oncology; surgical treatment; survival; 
28545337|Evaluation of different recall periods for the US National Cancer Institute's PRO-CTCAE.|Mendoza, Tito R; Dueck, Amylou C; Bennett, Antonia V; Mitchell, Sandra A; Reeve, Bryce B; Atkinson, Thomas M; Li, Yuelin; Castro, Kathleen M; Denicoff, Andrea; Rogak, Lauren J; Piekarz, Richard L; Cleeland, Charles S; Sloan, Jeff A; Schrag, Deborah; Basch, Ethan; |2017 03 20|The US National Cancer Institute recently developed the PRO-CTCAE (Patient-Reported Outcomes version of the Common Terminology Criteria for Adverse Events). PRO-CTCAE is a library of questions for clinical trial participants to self-report symptomatic adverse events (e.g. nausea). The objective of this study is to inform evidence-based selection of a recall period when PRO-CTCAE is included in a trial. We evaluated differences between 1-, 2-, 3-, and 4-week recall periods, using daily reporting as the reference.|PRO-CTCAE; Recall period; measurement properties; patient-reported outcomes; symptomatic adverse events; validation; 
28463101|Healthy cooking classes at a children's cancer hospital and patient/survivor summer camps: initial reactions and feasibility.|Raber, Margaret; Crawford, Karla; Chandra, Joya; |2017 05 02|Childhood cancer survivors (CCS) have been shown to practise suboptimal dietary intake and may benefit from nutrition interventions during and after treatment. Cooking classes have become popular for encouraging healthy eating behaviours in community-based programming and academic research; however, literature on teaching cooking classes in CCS is limited. The purpose of the present study was to address the development and implementation of classes for CCS based on a recently developed framework of healthy cooking behaviour.|Childhood cancer survivors; Cooking; Nutrition education; Survivorship; 
28301210|Update of Dual-Energy CT Applications in the Genitourinary Tract.|Kaza, Ravi K; Ananthakrishnan, Lakshmi; Kambadakone, Avinash; Platt, Joel F; |2017 03 16|Dual-energy CT (DECT) is being increasingly used for abdominal imaging because it provides incremental benefit of material characterization without significant increase in radiation dose. This article provides an overview of current DECT techniques and use of DECT in urinary tract imaging for assessment of renal masses and urinary calculi characterization and in CT urography.|CT; dual-energy CT; genitourinary; 
28183781|Aligning the flow cytometric evaluation with the diagnostic need: an evidence-based approach.|Williams-Voorbeijtel, Dawn; Sanchez, Francisco; Roth, Christine G; |2017 02 09|Elimination of non-value added testing without compromising high-quality clinical care is an important mandate for laboratories in a value-based reimbursement system. The goal of this study was to determine the optimal combination of flow cytometric markers for a screening approach that balances efficiency and accuracy.|FLOW CYTOMETRY; IMMUNOPHENOTYPING OF LEUKAEMIAS/LYMPHOMAS; diagnostic screening; 
28168717|Cervical cancer prevention and treatment in Latin America.|Lopez, Melissa S; Baker, Ellen S; Maza, Mauricio; Fontes-Cintra, Georgia; Lopez, Aldo; Carvajal, Juan M; Nozar, Fernanda; Fiol, Veronica; Schmeler, Kathleen M; |2017 02 07|Cervical cancer is a preventable disease with a known etiology (human papillomavirus), effective preventive vaccines, excellent screening methods, and a treatable pre-invasive phase. Surgery is the primary treatment for pre-invasive and early-stage disease and can safely be performed in many low-resource settings. However, cervical cancer rates remain high in many areas of Latin America. This article presents a number of evidence-based strategies being implemented to improve cervical cancer outcomes in Latin America.|LMICs; Latin America; cervical cancer; surgical training; telementoring; 
28167656|Key issues affecting quality of life and patient-reported outcomes in prostate cancer: an analysis conducted in 2128 patients with initial psychometric assessment of the prostate cancer symptom scale (PCSS).|Msaouel, Pavlos; Gralla, Richard J; Jones, Randy A; Hollen, Patricia J; |2017 02 06|Evidence-based quality of life (QL) questionnaires require the identification of issues of importance to patients. The primary aim of this study was to inform providers on patient-expressed issues while enhancing the content validity of instruments assessing QL and patient-reported outcomes (PROs) in prostate cancer. The study provided additional psychometric properties for the new PRO and QL instrument, the Prostate Cancer Symptom Scale (PCSS).|PCSS; Quality of life evaluation; patient reported outcomes; prostate cancer; psychometric properties; 
28150503|Yoga Program for High-Grade Glioma Patients Undergoing Radiotherapy and Their Family Caregivers.|Milbury, Kathrin; Mallaiah, Smitha; Mahajan, Anita; Armstrong, Terri; Weathers, Shioa-Pei; Moss, Kathryn E; Goktepe, Nazli; Spelman, Amy; Cohen, Lorenzo; |2017 02 02|Despite their high symptom burden and poor prognosis, evidence-based supportive care interventions for adults with high-grade glioma (HGG) and their caregivers are lacking. Thus, we aimed to establish feasibility of a patient-caregiver dyadic yoga program (DYP) for newly diagnosed HGG patients and their family caregivers targeting quality-of-life (QOL) outcomes.|dyadic intervention; family caregivers; high-grade glioma; quality of life; yoga; 
28032679|ACR appropriateness criteria® nasal cavity and paranasal sinus cancers.|Siddiqui, Farzan; Smith, Richard V; Yom, Sue S; Beitler, Jonathan J; Busse, Paul M; Cooper, Jay S; Hanna, Ehab Y; Jones, Christopher U; Koyfman, Shlomo A; Quon, Harry; Ridge, John A; Saba, Nabil F; Worden, Francis; Yao, Min; Salama, Joseph K; Salama, Joseph K; |2016 12 29|The American College of Radiology (ACR) Appropriateness Criteria are evidence-based guidelines for specific clinical conditions that are reviewed annually by a multidisciplinary expert panel. The guideline development and revision include an extensive analysis of current medical literature from peer-reviewed journals and the application of well-established methodologies (RAND/UCLA Appropriateness Method and Grading of Recommendations Assessment, Development, and Evaluation or GRADE) to rate the appropriateness of imaging and treatment procedures for specific clinical scenarios. In those instances where evidence is lacking or equivocal, expert opinion may supplement the available evidence to recommend imaging or treatment. Here, we present the Appropriateness Criteria for cancers arising in the nasal cavity and paranasal sinuses (maxillary, sphenoid, and ethmoid sinuses). This includes clinical presentation, prognostic factors, principles of management, and treatment outcomes. Controversies regarding management of cervical lymph nodes are discussed. Rare and unusual nasal cavity cancers, such as esthesioneuroblastoma and sinonasal undifferentiated carcinomas, are included. © 2016 American College of Radiology. Head Neck, 2016 © 2016 Wiley Periodicals, Inc. Head Neck 39: 407-418, 2017.|Appropriateness Criteria; esthesioneuroblastoma; nasal cavity cancer; paranasal sinus cancer; sinonasal undifferentiated carcinoma; 
27872037|Internet-Based Delivery of Evidence-Based Health Promotion Programs Among American Indian and Alaska Native Youth: A Case Study.|Markham, Christine M; Craig Rushing, Stephanie; Jessen, Cornelia; Gorman, Gwenda; Torres, Jennifer; Lambert, William E; Prokhorov, Alexander V; Miller, Leslie; Allums-Featherston, Kelly; Addy, Robert C; Peskin, Melissa F; Shegog, Ross; |2016 11 21|American Indian and Alaska Native (AI/AN) youth face multiple health challenges compared to other racial/ethnic groups, which could potentially be ameliorated by the dissemination of evidence-based adolescent health promotion programs. Previous studies have indicated that limited trained personnel, cultural barriers, and geographic isolation may hinder the reach and implementation of evidence-based health promotion programs among AI/AN youth. Although Internet access is variable in AI/AN communities across the United States, it is swiftly and steadily improving, and it may provide a viable strategy to disseminate evidence-based health promotion programs to this underserved population.|Alaska Native; American Indian; Internet; adolescents; health promotion; 
27686481|The association of insurance status on the probability of transfer for pediatric trauma patients.|Hamilton, Emma C; Miller, Charles C; Cotton, Bryan A; Cox, Charles; Kao, Lillian S; Austin, Mary T; |2016 09 16|The purpose of this study was to evaluate the association of insurance status on the probability of transfer of pediatric trauma patients to level I/II centers after initial evaluation at lower level centers.|Health disparity; Insurance; Pediatric trauma; Race; Transfer; 
27479827|Comparative effectiveness of primary tumor resection in patients with stage IV colon cancer.|Alawadi, Zeinab; Phatak, Uma R; Hu, Chung-Yuan; Bailey, Christina E; You, Y Nancy; Kao, Lillian S; Massarweh, Nader N; Feig, Barry W; Rodriguez-Bigas, Miguel A; Skibber, John M; Chang, George J; |2016 08 01|Although the safety of combination chemotherapy without primary tumor resection (PTR) in patients with stage IV colon cancer has been established, questions remain regarding a potential survival benefit with PTR. The objective of this study was to compare mortality rates in patients who had colon cancer with unresectable metastases who did and did not undergo PTR.|cancer; chemotherapy; colon; primary; resection; tumor; 
27413657|An evidence-based conceptual framework of healthy cooking.|Raber, Margaret; Chandra, Joya; Upadhyaya, Mudita; Schick, Vanessa; Strong, Larkin L; Durand, Casey; Sharma, Shreela; |2016 05 17|Eating out of the home has been positively associated with body weight, obesity, and poor diet quality. While cooking at home has declined steadily over the last several decades, the benefits of home cooking have gained attention in recent years and many healthy cooking projects have emerged around the United States. The purpose of this study was to develop an evidence-based conceptual framework of healthy cooking behavior in relation to chronic disease prevention. A systematic review of the literature was undertaken using broad search terms. Studies analyzing the impact of cooking behaviors across a range of disciplines were included. Experts in the field reviewed the resulting constructs in a small focus group. The model was developed from the extant literature on the subject with 59 studies informing 5 individual constructs (frequency, techniques and methods, minimal usage, flavoring, and ingredient additions/replacements), further defined by a series of individual behaviors. Face validity of these constructs was supported by the focus group. A validated conceptual model is a significant step toward better understanding the relationship between cooking, disease and disease prevention and may serve as a base for future assessment tools and curricula.|Diet; Food preparation; Nutrition; 
27401828|Characterizing safety-net providers' HPV vaccine recommendations to undecided parents: A pilot study.|Shay, L Aubree; Street, Richard L; Baldwin, Austin S; Marks, Emily G; Lee, Simon Craddock; Higashi, Robin T; Skinner, Celette Sugg; Fuller, Sobha; Persaud, Donna; Tiro, Jasmin A; |2016 06 25|Although provider recommendation is a key predictor of HPV vaccination, how providers verbalize recommendations particularly strong ones is unknown. We developed a tool to describe strength and content of provider recommendations.|HPV vaccination; Patient-provider communication; Provide recommendation; Qualitative analysis; 
27358078|A national evaluation of a dissemination and implementation initiative to enhance primary care practice capacity and improve cardiovascular disease care: the ESCALATES study protocol.|Cohen, Deborah J; Balasubramanian, Bijal A; Gordon, Leah; Marino, Miguel; Ono, Sarah; Solberg, Leif I; Crabtree, Benjamin F; Stange, Kurt C; Davis, Melinda; Miller, William L; Damschroder, Laura J; McConnell, K John; Creswell, John; |2016 06 29|The Agency for Healthcare Research and Quality (AHRQ) launched the EvidenceNOW Initiative to rapidly disseminate and implement evidence-based cardiovascular disease (CVD) preventive care in smaller primary care practices. AHRQ funded eight grantees (seven regional Cooperatives and one independent national evaluation) to participate in EvidenceNOW. The national evaluation examines quality improvement efforts and outcomes for more than 1500 small primary care practices (restricted to those with fewer than ten physicians per clinic). Examples of external support include practice facilitation, expert consultation, performance feedback, and educational materials and activities. This paper describes the study protocol for the EvidenceNOW national evaluation, which is called Evaluating System Change to Advance Learning and Take Evidence to Scale (ESCALATES).|Cardiovascular disease prevention; Dissemination and implementation research; Multi-site evaluation; Practice capacity; Practice facilitation; Primary care practice; Primary care practice extension; Quality improvement; Regional learning collaboratives; 
